@relation average_ratings_original

@attribute movieId numeric
@attribute rating numeric
@attribute 'Average Rating' numeric

@data
380,3.515152,3.5
381,3.137931,3
382,3.105263,3
383,3.115385,3
384,3.25,3.5
387,3.666667,4
388,3.666667,4
389,4,4
390,4.1,4
391,3,3
392,2.666667,2.5
393,2.1,2
401,4,4
405,2.3125,2.5
407,3.05,3
408,3,3
409,2.5,2.5
410,3.150685,3
412,3.54,3.5
413,2.307692,2.5
414,2.5,2.5
415,2.833333,3
416,3.25,3.5
417,3.615385,3.5
418,3,3
419,2.6,2.5
420,2.631579,2.5
421,3,3
422,3.722222,4
423,3.392857,3.5
424,3,3
425,3.875,4
426,3.166667,3
427,2.428571,2.5
428,3.717391,4
429,2.555556,2.5
431,3.671875,4
432,2.650794,2.5
433,2.857143,3
434,3.084906,3
435,2.463636,2.5
436,2.2,2
437,2.75,2.5
438,3,3
439,1,1
440,3.561111,3.5
441,3.662162,4
442,2.968421,3
443,2.666667,2.5
444,3,3
445,3.111111,3
446,4,4
447,4,4
448,3.590909,3.5
449,3.5,3.5
450,3.4375,3.5
451,3.428571,3.5
452,4,4
453,2.4,2.5
454,3.472727,3.5
455,2.83871,3
456,3.333333,3.5
457,3.953052,4
458,3.75,4
459,3.5,3.5
460,2.5,2.5
461,3.3,3.5
463,3.428571,3.5
464,3.111111,3
465,3.5,3.5
466,3.169492,3
467,3.333333,3.5
468,3.30303,3.5
469,3.125,3
470,2,2
471,3.877551,4
472,3.5,3.5
473,1,1
474,3.8625,4
475,4.209677,4.5
476,4,4
477,3.59375,3.5
479,3.25,3.5
480,3.706204,4
481,3.34375,3.5
482,2.85,3
483,2.75,2.5
484,2.75,2.5
485,2.886792,3
486,2.5,2.5
487,3.5,3.5
488,3.125,3
489,2.625,2.5
490,3.428571,3.5
491,3.285714,3.5
492,3.738095,4
493,3.304348,3.5
494,3.47541,3.5
495,3.8125,4
496,2.666667,2.5
497,3.983333,4
498,2.666667,2.5
499,3,3
500,3.46732,3.5
501,4.1,4
502,2.4375,2.5
504,3.2,3
505,2.714286,2.5
506,3.111111,3
507,3.5,3.5
508,3.668605,4
509,3.75,4
510,2.3,2
511,3,3
512,3.5,3.5
513,2.5,2.5
514,3.647059,3.5
515,4.043478,4
516,2.923077,3
517,3.09375,3
518,2.136364,2
519,2.395833,2.5
520,3.061538,3
521,3.6,3.5
522,2.833333,3
523,3.333333,3.5
524,3.555556,3.5
526,1,1
527,4.303279,4.5
528,2.5,2.5
529,3.933333,4
531,3.564516,3.5
532,3.25,3.5
533,3.333333,3.5
534,4.2,4.5
535,3.884615,4
536,2.25,2
537,3.05,3
538,3.9,4
539,3.428,3.5
540,2.694444,2.5
541,4.037671,4
542,2.736842,2.5
543,3.346154,3.5
544,2.611111,2.5
546,1.735294,1.5
547,3,3
548,3,3
549,4.125,4.5
550,3.272727,3.5
551,3.65,3.5
552,3.14,3
553,3.482456,3.5
554,3,3
555,3.885714,4
556,3.9,4
558,2.666667,2.5
559,5,5
561,3,3
562,3.716667,4
563,3,3
564,3,3
565,4.5,4.5
567,4,4
568,3.5,3.5
569,2.5,2.5
571,4,4
573,1,1
574,3.333333,3.5
575,3.571429,3.5
577,2,2
580,3,3
581,4.235294,4.5
582,4,4
585,3.073171,3
586,3.112403,3
587,3.325397,3.5
588,3.674419,4
589,4.006329,4
590,3.717822,4
592,3.397959,3.5
593,4.138158,4.5
594,3.661972,4
595,3.75,4
596,3.583333,3.5
597,3.360544,3.5
599,4.035714,4
600,4,4
603,3,3
605,3.342105,3.5
606,2.75,2.5
608,4.256696,4.5
609,3.107143,3
610,3.348485,3.5
611,3,3
612,2.666667,2.5
613,3.5,3.5
614,1.5,1.5
615,3.5,3.5
616,3.464286,3.5
617,1,1
619,2.125,2
620,3.25,3.5
621,3.333333,3.5
626,2,2
627,3.333333,3.5
628,3.88,4
630,3.5,3.5
631,3.25,3.5
632,4.5,4.5
633,4,4
635,3.857143,4
637,2.758621,3
638,4,4
639,3.2,3
640,3.333333,3.5
647,3.629032,3.5
648,3.532738,3.5
650,3.1875,3
651,1,1
653,3.112903,3
656,3,3
659,4.25,4.5
661,3.632075,3.5
662,3.111111,3
663,3.411765,3.5
664,3.5,3.5
665,3.4,3.5
667,3.666667,4
668,4,4
670,3.166667,3
671,4.030303,4
673,2.68,2.5
674,2.690476,2.5
678,3.833333,4
679,4,4
680,3.916667,4
681,3,3
685,3.125,3
687,3,3
688,2.45,2.5
690,4,4
691,3.357143,3.5
692,2,2
694,2.85,3
695,4,4
696,2,2
697,3.333333,3.5
698,3,3
700,3.142857,3
702,5,5
703,3,3
704,3,3
705,2.833333,3
707,3.111111,3
708,3.401639,3.5
709,2.875,3
710,1.5,1.5
711,3.222222,3.5
714,3.545455,3.5
715,2.666667,2.5
718,3,3
719,2.808824,3
722,4,4
724,3.111111,3
725,2.375,2.5
726,3,3
728,3.96875,4
731,2.75,2.5
733,3.737037,4
735,4.125,4.5
736,3.25,3.5
737,2.366667,2.5
741,4.148148,4.5
742,2.75,2.5
743,2.681818,2.5
745,4.193548,4.5
746,2,2
747,2.75,2.5
748,3.272727,3.5
750,4.209524,4.5
753,3.5,3.5
754,3.666667,4
755,2,2
756,3,3
757,4,4
759,5,5
760,3.333333,3.5
761,3.111111,3
762,2.461538,2.5
764,5,5
765,2.805556,3
766,4.222222,4.5
767,4,4
775,2,2
778,4.141129,4.5
779,2.625,2.5
780,3.483945,3.5
781,3.75,4
782,3.333333,3.5
783,3.357143,3.5
784,2.550847,2.5
785,3.333333,3.5
786,3.108696,3
787,4.5,4.5
788,3.080882,3
793,4,4
798,3.416667,3.5
799,3.229167,3.5
800,4.071429,4
801,3.208333,3.5
802,3.326389,3.5
803,4.25,4.5
804,2.892857,3
805,3.765306,4
806,2.888889,3
808,3.25,3.5
809,2.75,2.5
810,2,2
813,2.666667,2.5
816,3,3
818,2.607143,2.5
820,5,5
824,3,3
828,3.375,3.5
829,1,1
830,3.134615,3
831,3.5,3.5
832,3.565789,3.5
833,2.625,2.5
834,3,3
835,3.166667,3
836,2.576923,2.5
837,3.666667,4
838,3.817073,4
839,3.272727,3.5
840,3.5,3.5
841,3.714286,4
842,2.333333,2.5
844,3,3
845,5,5
846,4,4
848,3.454545,3.5
849,2.696429,2.5
850,4.5,4.5
851,3,3
852,3.259615,3.5
854,4,4
858,4.4875,4.5
861,3.5,3.5
864,3.5,3.5
865,4,4
866,3.87037,4
867,3,3
869,2.75,2.5
870,1.666667,1.5
872,5,5
875,4,4
876,5,5
879,3.3,3.5
880,2.38,2.5
881,3,3
882,2.666667,2.5
885,2,2
886,1.5,1.5
888,3.666667,4
889,4,4
891,2.222222,2
892,3.785714,4
893,4.666667,5
896,3.666667,4
897,3.625,3.5
898,4.351351,4.5
899,4.195313,4.5
900,3.954545,4
901,3.916667,4
902,3.590909,3.5
903,4.224638,4.5
904,4.315217,4.5
905,4.38,4.5
906,3.653846,4
907,4.090909,4
908,4.270115,4.5
909,3.80303,4
910,3.94697,4
911,4.111111,4.5
912,4.235043,4.5
913,4.387097,4.5
914,3.647059,3.5
915,3.891304,4
916,4.019231,4
917,3.6875,4
918,3.571429,3.5
919,3.957265,4
920,4.044118,4
921,3.9,4
922,4.294872,4.5
923,4.2,4.5
924,3.886179,4
926,4.434211,4.5
927,4.5,4.5
928,4.173913,4.5
929,3.8,4
930,4.119048,4.5
931,3.8125,4
932,3.59375,3.5
933,3.965517,4
934,3.583333,3.5
935,4.083333,4
936,3.692308,4
937,3.8,4
938,3.818182,4
939,4,4
940,3.972222,4
941,3.875,4
942,3.884615,4
943,4,4
944,3,3
945,4,4
946,4.3,4.5
947,3.681818,4
948,3.590909,3.5
949,3.59375,3.5
950,4.205882,4.5
951,4.211538,4.5
952,3.357143,3.5
953,4.152778,4.5
954,4.225806,4.5
955,4.066667,4
956,3.166667,3
957,4,4
960,2.5,2.5
961,5,5
962,3,3
963,3,3
964,2.5,2.5
965,3.84375,4
966,4,4
968,4.111111,4.5
969,4.42,4.5
970,3.5,3.5
971,3.794118,4
972,2.5,2.5
973,4.285714,4.5
976,3,3
980,1,1
981,1,1
982,3,3
984,4.5,4.5
986,3.535714,3.5
987,3,3
988,3.75,4
990,2.5,2.5
991,3.5,3.5
992,2.5,2.5
994,4.25,4.5
996,3.25,3.5
997,2.666667,2.5
998,3.666667,4
999,3.34375,3.5
1003,3,3
1004,2.5,2.5
1005,2.5,2.5
1006,3,3
1007,2.727273,2.5
1008,3.5,3.5
1009,3.25,3.5
1010,3.029412,3
1011,3.611111,3.5
1012,3.605263,3.5
1013,3.380952,3.5
1014,3.3,3.5
1015,3.26087,3.5
1016,3.1,3
1017,3.264706,3.5
1018,3.4,3.5
1019,3.662162,4
1020,3.327586,3.5
1021,3.178571,3
1022,3.563636,3.5
1023,4.088235,4
1024,3.25,3.5
1025,3.596154,3.5
1026,2.5,2.5
1027,3.113636,3
1028,3.814103,4
1029,3.702381,4
1030,3.222222,3.5
1031,3.5,3.5
1032,3.612245,3.5
1033,3.52381,3.5
1034,3.95,4
1035,3.94375,4
1036,3.864238,4
1037,2.833333,3
1040,4,4
1041,3.865385,4
1042,3.489796,3.5
1043,2.375,2.5
1044,3,3
1046,3.875,4
1047,3.216667,3.5
1049,3.619048,3.5
1050,3.555556,3.5
1051,3,3
1053,2,2
1054,1.5,1.5
1055,2,2
1056,4,4
1057,3.823529,4
1059,3.525862,3.5
1060,4.22619,4.5
1061,3.545455,3.5
1063,4.333333,4.5
1064,3,3
1066,4.409091,4.5
1067,4,4
1068,3.5,3.5
1069,3.666667,4
1073,3.753378,4
1076,3.75,4
1077,4.051282,4
1078,3.842105,4
1079,3.97191,4
1080,3.857143,4
1081,3.672414,4
1082,3.6875,4
1083,3,3
1084,3.875,4
1085,3.5,3.5
1086,3.942308,4
1087,3.75,4
1088,3.358491,3.5
1089,4.162879,4.5
1090,3.933824,4
1091,2.62963,2.5
1092,3.294643,3.5
1093,3.111111,3
1094,3.92,4
1095,3.87037,4
1096,4.038462,4
1097,3.76875,4
1099,3.545455,3.5
1100,2.578947,2.5
1101,3.324324,3.5
1103,3.9375,4
1104,3.9125,4
1105,1.75,1.5
1111,3.9375,4
1112,3.666667,4
1113,2.428571,2.5
1114,3.166667,3
1120,3.621212,3.5
1123,4,4
1124,3.607143,3.5
1125,3.410714,3.5
1126,2.727273,2.5
1127,3.612676,3.5
1128,3.416667,3.5
1129,3.3125,3.5
1130,3.75,4
1131,4.088235,4
1132,3.65625,4
1135,3.347826,3.5
1136,4.224138,4.5
1137,4,4
1145,3,3
1147,4.4375,4.5
1148,4.093333,4
1150,3.8,4
1151,4,4
1152,3,3
1153,3,3
1154,1,1
1161,4.0625,4
1162,3.6,3.5
1163,2.5,2.5
1164,1,1
1165,1.5,1.5
1167,2,2
1168,3,3
1169,4,4
1171,3.580645,3.5
1172,4.26087,4.5
1173,3.210526,3.5
1174,3,3
1175,4.166667,4.5
1176,3.777778,4
1177,3.769231,4
1178,4.366667,4.5
1179,3.85,4
1180,3.666667,4
1181,4,4
1183,3.601351,3.5
1184,4,4
1185,3.75,4
1186,3.637931,3.5
1187,3.5,3.5
1188,3.397059,3.5
1189,4,4
1190,2.1,2
1191,3.55,3.5
1192,4.388889,4.5
1193,4.256944,4.5
1194,3.733333,4
1196,4.232906,4.5
1197,4.208589,4.5
1198,4.193182,4.5
1199,4.032258,4
1200,3.924,4
1201,3.938596,4
1202,3.642857,3.5
1203,4.304054,4.5
1204,4.215686,4.5
1206,4,4
1207,4.18125,4.5
1208,4.138393,4.5
1209,4.21875,4.5
1210,4.059908,4
1211,4.210526,4.5
1212,4.25,4.5
1213,4.20229,4.5
1214,3.988189,4
1215,3.817308,4
1216,2.9,3
1217,4.423077,4.5
1218,4.214286,4.5
1219,4.253247,4.5
1220,3.893617,4
1221,4.385185,4.5
1222,4.033654,4
1223,4.089744,4
1224,4.181818,4.5
1225,4.155,4.5
1226,3.576923,3.5
1227,4.181818,4.5
1228,4.35,4.5
1230,4.09375,4
1231,3.911111,4
1232,3.85,4
1233,4.166667,4.5
1234,4.015873,4
1235,3.784091,4
1236,3.8,4
1237,4.28125,4.5
1238,4.147059,4.5
1240,3.958861,4
1241,3,3
1242,3.836207,4
1243,4.045455,4
1244,3.962963,4
1245,3.851852,4
1246,3.784211,4
1247,4.123596,4.5
1248,4.236842,4.5
1249,3.910256,4
1250,4.138462,4.5
1251,3.825,4
1252,4.335526,4.5
1253,3.8,4
1254,4.3,4.5
1255,3.541667,3.5
1256,4.132353,4.5
1257,3.8125,4
1258,4.029703,4
1259,4.09375,4
1260,4.261905,4.5
1261,3.787879,4
1262,3.94898,4
1263,3.864583,4
1264,4.285714,4.5
1265,3.839394,4
1266,3.885965,4
1267,4.122449,4.5
1268,3.470588,3.5
1269,3.945946,4
1270,4.015487,4
1271,3.7,4
1272,4.1,4
1273,3.736842,4
1274,3.838235,4
1275,3.428571,3.5
1276,4.271739,4.5
1277,4,4
1278,4.087838,4
1279,3.75,4
1280,4.157895,4.5
1281,4.043478,4
1282,3.757813,4
1283,4.119048,4.5
1284,3.984375,4
1285,3.803279,4
1286,3.638889,3.5
1287,3.891304,4
1288,4.085366,4
1289,3.923077,4
1290,3.583333,3.5
1291,4.017007,4
1292,4.089286,4
1293,3.978261,4
1295,3.117647,3
1296,3.822581,4
1297,3.375,3.5
1298,3.645833,3.5
1299,4.271429,4.5
1300,4.052632,4
1301,3.833333,4
1302,3.574627,3.5
1303,3.933333,4
1304,4.173333,4.5
1305,4.291667,4.5
1306,2.857143,3
1307,3.91954,4
1310,4.5,4.5
1311,0.5,0.5
1312,5,5
1317,4,4
1320,3.181818,3
1321,3.631579,3.5
1322,2.5,2.5
1323,2.25,2
1324,1,1
1325,1,1
1326,2.666667,2.5
1327,3.115385,3
1328,1,1
1329,3,3
1330,3.428571,3.5
1331,2.333333,2.5
1332,3.5,3.5
1333,3.754902,4
1334,3.133333,3
1335,4,4
1336,3.5,3.5
1337,2.833333,3
1339,3.298077,3.5
1340,3.75,4
1341,4,4
1342,3.058824,3
1343,3.74359,4
1344,3.631579,3.5
1345,3.675676,4
1346,3.111111,3
1347,3.28125,3.5
1348,3.809524,4
1349,4.5,4.5
1350,3.36,3.5
1351,4,4
1352,3.5,3.5
1353,2.961538,3
1354,3.975,4
1355,2.5,2.5
1356,3.878049,4
1357,3.945946,4
1358,3.886364,4
1359,2.136364,2
1361,4.153846,4.5
1363,3.357143,3.5
1365,3.6,3.5
1366,3.961538,4
1367,2.959459,3
1369,2.5,2.5
1370,3.287879,3.5
1371,3.053191,3
1372,3.265957,3.5
1373,2.78,3
1374,3.75,4
1375,3.314815,3.5
1376,3.5,3.5
1377,3.085938,3
1378,3.25,3.5
1379,2.821429,3
1380,3.477778,3.5
1381,2.447368,2.5
1382,2,2
1384,4,4
1385,3,3
1387,3.777778,4
1388,2.759259,3
1389,1.791667,1.5
1390,3.5,3.5
1391,2.99375,3
1392,3.375,3.5
1393,3.698113,4
1394,3.95,4
1395,3.428571,3.5
1396,3.617647,3.5
1397,3,3
1398,3.5,3.5
1399,3.5,3.5
1401,3.5,3.5
1404,2.75,2.5
1405,3.032609,3
1406,3.25,3.5
1407,3.410959,3.5
1408,3.616279,3.5
1409,2.984848,3
1410,2.75,2.5
1411,4.16,4.5
1413,3.5,3.5
1414,3.7,4
1415,3.5,3.5
1416,3.181818,3
1417,2,2
1419,3.6,3.5
1420,5,5
1422,3.1,3
1423,4.25,4.5
1425,2.944444,3
1427,3.2,3
1428,5,5
1429,3.653846,4
1430,2.5,2.5
1431,2.722222,2.5
1432,3.4,3.5
1433,3,3
1437,3.5,3.5
1438,2.681818,2.5
1440,3,3
1441,3.375,3.5
1442,2.5,2.5
1444,4,4
1445,2,2
1446,3.833333,4
1447,2.833333,3
1449,3.87931,4
1450,5,5
1453,2.357143,2.5
1454,3,3
1455,5,5
1456,1.5,1.5
1457,3.05,3
1458,3,3
1459,3.05,3
1460,3.333333,3.5
1461,2.714286,2.5
1463,4.5,4.5
1464,3.7,4
1465,4,4
1466,3.884615,4
1468,2.333333,2.5
1472,4,4
1473,2,2
1474,1.666667,1.5
1475,4,4
1476,3.521739,3.5
1479,3.071429,3
1480,3.583333,3.5
1482,3,3
1483,3.277778,3.5
1484,3.833333,4
1485,3.190141,3
1487,3.1875,3
1488,3,3
1489,3.5,3.5
1490,0.75,0.5
1493,4,4
1495,1,1
1497,2.833333,3
1498,3,3
1499,2.017857,2
1500,3.96875,4
1501,3,3
1502,1.75,1.5
1503,2.666667,2.5
1504,4.5,4.5
1507,3,3
1508,3.333333,3.5
1513,3.255556,3.5
1515,2.95,3
1516,4,4
1517,3.378505,3.5
1518,3.230769,3.5
1523,4,4
1525,1.5,1.5
1526,2.166667,2
1527,3.677966,4
1529,3.833333,4
1531,5,5
1532,2.5,2.5
1535,3.8,4
1537,3.972222,4
1539,1,1
1541,2.875,3
1542,3.8,4
1543,5,5
1544,2.88806,3
1545,4.25,4.5
1546,2.5,2.5
1549,2,2
1550,3,3
1552,3.262712,3.5
1554,3.333333,3.5
1555,4,4
1556,1.652174,1.5
1562,2.148936,2
1563,5,5
1564,4.5,4.5
1566,3.5,3.5
1569,3.298077,3.5
1570,2.5,2.5
1571,1,1
1572,4.166667,4.5
1573,3.451807,3.5
1575,5,5
1580,3.663158,4
1581,2,2
1582,3.5,3.5
1583,1.5,1.5
1584,3.728261,4
1586,2.759259,3
1587,3.333333,3.5
1588,3.088235,3
1589,3.394737,3.5
1590,2.956522,3
1591,2.7,2.5
1592,2.785714,3
1593,2.785714,3
1594,3.428571,3.5
1595,1.833333,1.5
1596,2.333333,2.5
1597,3.352273,3.5
1598,3.75,4
1599,1.75,1.5
1600,2.125,2
1601,3.5,3.5
1602,1,1
1603,2.4,2.5
1604,3,3
1605,2.8,3
1606,2.25,2
1608,3.264286,3.5
1609,3,3
1610,3.896907,4
1611,4.083333,4
1612,3,3
1613,3,3
1614,3.36,3.5
1615,3.65,3.5
1616,3.535714,3.5
1617,4.12,4.5
1619,3.447368,3.5
1620,3.375,3.5
1621,3,3
1623,2.3,2
1624,4,4
1625,3.921053,4
1626,1.666667,1.5
1627,2.863636,3
1629,3.4,3.5
1631,3.5,3.5
1632,2.5,2.5
1633,3.375,3.5
1635,3.823529,4
1636,1,1
1639,3.569231,3.5
1640,1,1
1641,3.773438,4
1642,2.375,2.5
1643,4.05,4
1644,2.516667,2.5
1645,3.458333,3.5
1646,2.571429,2.5
1647,2.666667,2.5
1648,3.166667,3
1649,3.833333,4
1652,4,4
1653,3.678571,4
1654,3.5,3.5
1655,3.5,3.5
1657,3,3
1658,3.375,3.5
1660,3,3
1661,3.125,3
1663,3.7,4
1665,3.25,3.5
1667,2.75,2.5
1668,1.833333,1.5
1669,4,4
1670,3.8,4
1671,3.5,3.5
1672,3.666667,4
1673,3.919355,4
1674,4.044643,4
1676,3.097222,3
1678,3.738095,4
1680,3.692308,4
1681,1.888889,2
1682,3.886861,4
1683,3.75,4
1684,3.4,3.5
1686,3.6,3.5
1687,2.952381,3
1688,3.681818,4
1689,3.291667,3.5
1690,3.033333,3
1692,5,5
1693,3.66,4
1694,3.8125,4
1696,2,2
1699,3.666667,4
1701,3.5,3.5
1702,2.90625,3
1703,2.6,2.5
1704,4.140127,4.5
1707,2.222222,2
1711,3.375,3.5
1713,2.5,2.5
1715,3,3
1717,3,3
1719,4.195652,4.5
1721,3.332317,3.5
1722,3.285714,3.5
1726,1.928571,2
1727,3,3
1728,4,4
1729,3.692982,4
1730,3.9,4
1731,1,1
1732,3.995833,4
1733,2,2
1734,3.846154,4
1735,2.933333,3
1739,0.75,0.5
1744,2.5,2.5
1746,2.5,2.5
1747,3.457627,3.5
1748,3.676471,4
1750,2,2
1752,2.928571,3
1753,3,3
1754,3.807692,4
1755,3,3
1756,3.5,3.5
1757,3.5,3.5
1759,4.5,4.5
1760,1.807692,1.5
1762,3.125,3
1767,3,3
1769,2.611111,2.5
1771,5,5
1772,3.133333,3
1777,3.235714,3.5
1779,2.736842,2.5
1783,2.666667,2.5
1784,3.722222,4
1785,3.8,4
1788,4.25,4.5
1791,3.25,3.5
1792,3.363636,3.5
1794,3.75,4
1795,4,4
1796,2,2
1797,3.833333,4
1798,2.333333,2.5
1799,3.555556,3.5
1801,2.818182,3
1804,3,3
1805,3.230769,3.5
1806,1.5,1.5
1807,2.25,2
1809,4,4
1810,3.533333,3.5
1812,3,3
1816,2.5,2.5
1819,5,5
1821,3.111111,3
1822,3,3
1824,3,3
1826,0.75,0.5
1827,4,4
1831,2.134615,2
1833,2.727273,2.5
1834,3.913043,4
1835,3.391304,3.5
1836,2.888889,3
1837,2,2
1839,2.25,2
1840,2.875,3
1841,3.25,3.5
1844,4,4
1845,4.125,4.5
1846,4.5,4.5
1848,2.7,2.5
1852,3,3
1854,4,4
1855,2.4,2.5
1856,3.3125,3.5
1858,3.416667,3.5
1859,5,5
1860,4.666667,5
1861,2,2
1862,2.3125,2.5
1863,2.214286,2
1864,3,3
1865,3.166667,3
1866,3.6,3.5
1870,4,4
1873,3.653846,4
1874,3,3
1875,3,3
1876,3.145833,3
1878,3,3
1880,4,4
1881,4,4
1882,2.178571,2
1883,3.290323,3.5
1884,3.625,3.5
1885,3.666667,4
1886,1.5,1.5
1887,2.666667,2.5
1888,2.933333,3
1889,3,3
1891,2,2
1892,3.26087,3.5
1894,2.913043,3
1895,3.071429,3
