@relation average_ratings_extended

@attribute movieId numeric
@attribute rating numeric
@attribute 'Average Rating' numeric
@attribute genre {Action,Drama,Thriller,Horror,Comedy,Romance,Sci-Fi}
@attribute budget {'$40 million','$20 million','$10 million','$30 million','$50 million'}
@attribute language {French,English,German,Spanish,Japanese}
@attribute Director {'Martin Scorsese','James Cameron','Quentin Tarantino','Christopher Nolan','Steven Spielberg'}

@data
80,4.625,5,Comedy,'$30 million',German,'Martin Scorsese'
81,3.25,3.5,Romance,'$40 million',Japanese,'Martin Scorsese'
82,3.8,4,Horror,'$30 million',French,'Martin Scorsese'
83,3,3,Thriller,'$10 million',Japanese,'Quentin Tarantino'
84,4,4,Romance,'$50 million',English,'James Cameron'
85,4.0625,4,Thriller,'$30 million',French,'Christopher Nolan'
86,3.764706,4,Comedy,'$10 million',French,'Steven Spielberg'
87,1.666667,1.5,Thriller,'$40 million',Spanish,'Christopher Nolan'
88,2.891304,3,Action,'$30 million',Spanish,'Martin Scorsese'
89,3.441176,3.5,Thriller,'$10 million',Japanese,'Quentin Tarantino'
92,3.541667,3.5,Action,'$50 million',French,'Martin Scorsese'
93,2.227273,2,Comedy,'$10 million',French,'Martin Scorsese'
94,3.568182,3.5,Romance,'$50 million',English,'Steven Spielberg'
95,3.177419,3,Sci-Fi,'$50 million',Spanish,'Martin Scorsese'
96,1,1,Action,'$40 million',German,'Steven Spielberg'
97,3.875,4,Romance,'$10 million',Japanese,'James Cameron'
98,3,3,Drama,'$40 million',English,'Steven Spielberg'
99,2.75,2.5,Sci-Fi,'$10 million',French,'Quentin Tarantino'
100,3.428571,3.5,Horror,'$30 million',Japanese,'Quentin Tarantino'
101,3.882353,4,Thriller,'$50 million',Spanish,'Quentin Tarantino'
102,2.590909,2.5,Comedy,'$50 million',Japanese,'Christopher Nolan'
103,4,4,Romance,'$30 million',Spanish,'Martin Scorsese'
104,3.292553,3.5,Romance,'$50 million',Japanese,'James Cameron'
105,3.114583,3,Romance,'$10 million',Spanish,'James Cameron'
107,3.462963,3.5,Horror,'$20 million',French,'Quentin Tarantino'
108,4,4,Drama,'$40 million',Japanese,'Christopher Nolan'
110,3.945175,4,Sci-Fi,'$20 million',French,'Martin Scorsese'
111,4.224576,4.5,Sci-Fi,'$20 million',English,'James Cameron'
112,3.295918,3.5,Horror,'$20 million',Spanish,'Quentin Tarantino'
113,3.2,3,Thriller,'$20 million',English,'James Cameron'
114,3,3,Romance,'$40 million',English,'Christopher Nolan'
116,4.75,5,Comedy,'$40 million',English,'James Cameron'
117,3,3,Horror,'$10 million',Japanese,'James Cameron'
118,2.8,3,Thriller,'$30 million',German,'Quentin Tarantino'
119,3,3,Action,'$50 million',French,'Steven Spielberg'
121,3.8,4,Sci-Fi,'$30 million',French,'Quentin Tarantino'
122,3.052632,3,Drama,'$40 million',German,'Steven Spielberg'
123,4,4,Comedy,'$30 million',Spanish,'Christopher Nolan'
124,3,3,Drama,'$50 million',Japanese,'Quentin Tarantino'
125,3.714286,4,Sci-Fi,'$20 million',Japanese,'Quentin Tarantino'
126,2.7,2.5,Horror,'$10 million',French,'Quentin Tarantino'
129,3,3,Comedy,'$30 million',English,'Martin Scorsese'
130,4.5,4.5,Romance,'$10 million',English,'Steven Spielberg'
131,2,2,Sci-Fi,'$30 million',German,'Steven Spielberg'
132,2.875,3,Drama,'$20 million',Spanish,'Martin Scorsese'
135,3,3,Drama,'$50 million',Spanish,'James Cameron'
137,1,1,Horror,'$50 million',Spanish,'James Cameron'
140,3.478261,3.5,Romance,'$20 million',Spanish,'James Cameron'
141,3.580645,3.5,Horror,'$20 million',Japanese,'Christopher Nolan'
144,3.326923,3.5,Drama,'$10 million',German,'James Cameron'
145,3.27907,3.5,Horror,'$20 million',German,'Christopher Nolan'
146,4.333333,4.5,Sci-Fi,'$40 million',Spanish,'Steven Spielberg'
147,3.642857,3.5,Drama,'$20 million',Japanese,'Quentin Tarantino'
148,4,4,Romance,'$50 million',English,'Martin Scorsese'
149,4.333333,4.5,Sci-Fi,'$10 million',Spanish,'Steven Spielberg'
150,3.9025,4,Romance,'$30 million',Japanese,'Christopher Nolan'
151,3.5625,3.5,Horror,'$30 million',Japanese,'Christopher Nolan'
152,3.833333,4,Sci-Fi,'$50 million',German,'Quentin Tarantino'
153,2.782946,3,Romance,'$10 million',English,'Quentin Tarantino'
154,3.8125,4,Horror,'$50 million',French,'Christopher Nolan'
155,3.055556,3,Romance,'$30 million',Spanish,'Martin Scorsese'
156,3.954545,4,Action,'$50 million',Japanese,'James Cameron'
157,2.375,2.5,Thriller,'$50 million',French,'Steven Spielberg'
158,2.87069,3,Action,'$30 million',French,'Christopher Nolan'
159,3.9375,4,Comedy,'$50 million',German,'James Cameron'
160,2.34127,2.5,Drama,'$30 million',Japanese,'Quentin Tarantino'
161,3.83125,4,Romance,'$20 million',German,'Quentin Tarantino'
162,4.136364,4.5,Thriller,'$50 million',Japanese,'James Cameron'
163,3.515873,3.5,Drama,'$20 million',German,'Quentin Tarantino'
164,3.557692,3.5,Romance,'$50 million',English,'Steven Spielberg'
165,3.443662,3.5,Sci-Fi,'$10 million',German,'Steven Spielberg'
166,3,3,Drama,'$30 million',German,'Steven Spielberg'
167,4,4,Drama,'$30 million',German,'James Cameron'
168,3.116279,3,Thriller,'$10 million',Spanish,'Quentin Tarantino'
169,2.5625,2.5,Sci-Fi,'$40 million',Spanish,'James Cameron'
170,3.288462,3.5,Comedy,'$30 million',Japanese,'Quentin Tarantino'
171,4.333333,4.5,Sci-Fi,'$20 million',French,'James Cameron'
172,2.572917,2.5,Thriller,'$40 million',German,'Christopher Nolan'
173,2.564286,2.5,Romance,'$10 million',Japanese,'Martin Scorsese'
174,2.25,2,Sci-Fi,'$50 million',French,'Quentin Tarantino'
175,3.956522,4,Romance,'$20 million',German,'Quentin Tarantino'
176,3.777778,4,Sci-Fi,'$10 million',French,'James Cameron'
177,2.884615,3,Thriller,'$30 million',English,'Christopher Nolan'
178,4.7,5,Romance,'$30 million',French,'James Cameron'
179,3.5,3.5,Romance,'$20 million',French,'Martin Scorsese'
180,3.306818,3.5,Horror,'$30 million',Spanish,'James Cameron'
181,1.8,1.5,Drama,'$10 million',English,'Steven Spielberg'
183,5,5,Sci-Fi,'$20 million',German,'Christopher Nolan'
184,4.5,4.5,Action,'$50 million',Spanish,'Steven Spielberg'
185,3.102941,3,Sci-Fi,'$20 million',French,'Martin Scorsese'
186,2.875,3,Sci-Fi,'$40 million',Spanish,'Christopher Nolan'
187,2.833333,3,Horror,'$50 million',Spanish,'Martin Scorsese'
188,3.125,3,Sci-Fi,'$50 million',Japanese,'Martin Scorsese'
189,4,4,Comedy,'$20 million',Spanish,'Quentin Tarantino'
190,3.833333,4,Action,'$50 million',English,'Quentin Tarantino'
191,3,3,Comedy,'$10 million',German,'Martin Scorsese'
193,2.314286,2.5,Drama,'$30 million',Spanish,'Christopher Nolan'
194,4.291667,4.5,Drama,'$10 million',English,'James Cameron'
195,3.214286,3.5,Sci-Fi,'$30 million',German,'James Cameron'
196,2.809091,3,Thriller,'$20 million',Japanese,'Martin Scorsese'
198,3.44186,3.5,Drama,'$50 million',English,'Steven Spielberg'
199,3.333333,3.5,Action,'$10 million',Japanese,'Steven Spielberg'
200,4,4,Comedy,'$30 million',German,'James Cameron'
201,4,4,Drama,'$20 million',French,'Quentin Tarantino'
202,3,3,Horror,'$50 million',Spanish,'Christopher Nolan'
203,3.304348,3.5,Drama,'$30 million',English,'Quentin Tarantino'
204,3,3,Drama,'$50 million',English,'James Cameron'
205,4,4,Horror,'$30 million',Spanish,'Christopher Nolan'
206,3.6,3.5,Horror,'$40 million',English,'James Cameron'
207,3.375,3.5,Horror,'$10 million',Spanish,'Christopher Nolan'
208,2.752212,3,Sci-Fi,'$20 million',Japanese,'Quentin Tarantino'
209,2.6,2.5,Romance,'$10 million',Japanese,'James Cameron'
211,3.333333,3.5,Horror,'$30 million',English,'James Cameron'
213,4.222222,4.5,Horror,'$40 million',Spanish,'James Cameron'
214,3,3,Comedy,'$30 million',English,'Steven Spielberg'
215,3.722222,4,Thriller,'$40 million',Spanish,'James Cameron'
216,3.02381,3,Drama,'$50 million',French,'Steven Spielberg'
217,2.714286,2.5,Horror,'$10 million',Spanish,'Steven Spielberg'
218,3.333333,3.5,Drama,'$10 million',Spanish,'Quentin Tarantino'
219,4.25,4.5,Sci-Fi,'$50 million',German,'James Cameron'
220,3,3,Romance,'$30 million',German,'Quentin Tarantino'
222,3.931818,4,Romance,'$10 million',German,'Steven Spielberg'
223,3.963303,4,Drama,'$20 million',Spanish,'Steven Spielberg'
224,3.6,3.5,Drama,'$50 million',German,'Martin Scorsese'
225,3.173077,3,Action,'$20 million',Japanese,'Christopher Nolan'
227,3.15625,3,Action,'$50 million',Spanish,'Christopher Nolan'
228,2,2,Action,'$40 million',Spanish,'Quentin Tarantino'
229,4.083333,4,Drama,'$40 million',French,'Steven Spielberg'
230,3.7,4,Comedy,'$30 million',German,'Steven Spielberg'
231,3.110759,3,Comedy,'$40 million',German,'Quentin Tarantino'
232,4.208333,4.5,Comedy,'$20 million',Japanese,'Steven Spielberg'
233,4.269231,4.5,Action,'$40 million',French,'Christopher Nolan'
234,2.75,2.5,Sci-Fi,'$30 million',English,'Martin Scorsese'
235,3.903846,4,Comedy,'$20 million',German,'Quentin Tarantino'
236,3.358333,3.5,Romance,'$20 million',English,'Steven Spielberg'
237,3.191176,3,Thriller,'$40 million',Spanish,'Quentin Tarantino'
238,3,3,Romance,'$30 million',German,'Steven Spielberg'
239,2.933333,3,Horror,'$50 million',French,'Steven Spielberg'
240,3.4,3.5,Sci-Fi,'$30 million',English,'Quentin Tarantino'
241,3.5,3.5,Thriller,'$30 million',Japanese,'Christopher Nolan'
242,3.75,4,Horror,'$30 million',Japanese,'Quentin Tarantino'
243,4,4,Thriller,'$40 million',German,'Martin Scorsese'
244,3,3,Sci-Fi,'$50 million',Japanese,'Quentin Tarantino'
245,3,3,Sci-Fi,'$50 million',English,'Quentin Tarantino'
246,4.040984,4,Horror,'$20 million',Spanish,'James Cameron'
247,3.651163,4,Thriller,'$30 million',Spanish,'Quentin Tarantino'
248,3.153846,3,Action,'$40 million',Japanese,'James Cameron'
249,3.375,3.5,Thriller,'$50 million',English,'James Cameron'
250,3.25,3.5,Action,'$50 million',Spanish,'Quentin Tarantino'
251,3,3,Comedy,'$10 million',German,'Martin Scorsese'
252,3.060976,3,Drama,'$30 million',German,'Martin Scorsese'
253,3.396,3.5,Comedy,'$30 million',English,'Steven Spielberg'
254,3,3,Sci-Fi,'$10 million',Japanese,'Steven Spielberg'
255,2.2,2,Thriller,'$10 million',French,'Christopher Nolan'
256,2.702381,2.5,Romance,'$50 million',Japanese,'James Cameron'
257,3.576923,3.5,Comedy,'$10 million',German,'Quentin Tarantino'
258,2.5,2.5,Action,'$40 million',French,'Martin Scorsese'
259,3.7,4,Action,'$20 million',Japanese,'Martin Scorsese'
260,4.221649,4.5,Drama,'$10 million',French,'Christopher Nolan'
261,3.715686,4,Thriller,'$30 million',German,'Quentin Tarantino'
262,3.85,4,Horror,'$50 million',Japanese,'Christopher Nolan'
263,3,3,Thriller,'$50 million',Spanish,'James Cameron'
264,4.5,4.5,Drama,'$40 million',Japanese,'Quentin Tarantino'
265,3.879032,4,Comedy,'$10 million',Spanish,'James Cameron'
266,3.486301,3.5,Comedy,'$10 million',Japanese,'Christopher Nolan'
267,2.730769,2.5,Drama,'$30 million',English,'Quentin Tarantino'
268,4.25,4.5,Horror,'$30 million',Spanish,'Christopher Nolan'
269,3.666667,4,Drama,'$30 million',English,'James Cameron'
270,3.222222,3.5,Drama,'$30 million',Spanish,'James Cameron'
271,3.5,3.5,Action,'$20 million',Spanish,'James Cameron'
272,4,4,Horror,'$40 million',English,'Quentin Tarantino'
273,3.12963,3,Horror,'$20 million',Spanish,'James Cameron'
274,2.666667,2.5,Action,'$30 million',Spanish,'Quentin Tarantino'
275,2.8,3,Horror,'$10 million',Spanish,'Christopher Nolan'
276,2.863636,3,Thriller,'$50 million',English,'Christopher Nolan'
277,3.357143,3.5,Action,'$50 million',Spanish,'Christopher Nolan'
278,3,3,Horror,'$30 million',French,'Martin Scorsese'
279,2.875,3,Action,'$50 million',English,'Martin Scorsese'
280,4.113636,4.5,Action,'$50 million',English,'Christopher Nolan'
281,3.861111,4,Comedy,'$30 million',French,'Christopher Nolan'
282,3.284091,3.5,Action,'$10 million',Spanish,'Quentin Tarantino'
283,3,3,Action,'$30 million',French,'Quentin Tarantino'
285,4,4,Action,'$50 million',English,'Christopher Nolan'
287,3.2,3,Drama,'$20 million',English,'Quentin Tarantino'
288,3.336449,3.5,Drama,'$20 million',English,'James Cameron'
289,3.464286,3.5,Action,'$10 million',Japanese,'Christopher Nolan'
290,3.9375,4,Drama,'$10 million',German,'Quentin Tarantino'
291,2,2,Horror,'$30 million',Spanish,'Quentin Tarantino'
292,3.309091,3.5,Horror,'$30 million',Spanish,'Steven Spielberg'
293,4.07197,4,Sci-Fi,'$30 million',French,'James Cameron'
294,3.333333,3.5,Comedy,'$30 million',English,'Christopher Nolan'
295,3,3,Thriller,'$50 million',German,'Christopher Nolan'
296,4.256173,4.5,Thriller,'$10 million',Spanish,'Martin Scorsese'
299,3.75,4,Romance,'$50 million',Spanish,'James Cameron'
300,3.75,4,Drama,'$10 million',German,'Martin Scorsese'
301,5,5,Comedy,'$30 million',English,'Martin Scorsese'
302,3.714286,4,Comedy,'$10 million',Japanese,'Christopher Nolan'
303,3.1875,3,Horror,'$10 million',Japanese,'Christopher Nolan'
304,3.333333,3.5,Romance,'$40 million',French,'Christopher Nolan'
305,2.75,2.5,Drama,'$40 million',German,'Quentin Tarantino'
306,4.171875,4.5,Thriller,'$50 million',German,'Quentin Tarantino'
307,4.145161,4.5,Horror,'$40 million',French,'Martin Scorsese'
308,4.159091,4.5,Horror,'$10 million',German,'James Cameron'
309,5,5,Drama,'$50 million',Spanish,'James Cameron'
312,3.6,3.5,Action,'$10 million',German,'Martin Scorsese'
313,2.714286,2.5,Comedy,'$40 million',English,'Martin Scorsese'
314,3.941176,4,Romance,'$30 million',French,'Steven Spielberg'
315,2.909091,3,Horror,'$10 million',Spanish,'James Cameron'
316,3.368966,3.5,Thriller,'$50 million',French,'Steven Spielberg'
317,2.964286,3,Sci-Fi,'$40 million',French,'Martin Scorsese'
318,4.487138,4.5,Sci-Fi,'$30 million',French,'Steven Spielberg'
319,3.973684,4,Thriller,'$50 million',French,'Steven Spielberg'
320,2.75,2.5,Thriller,'$10 million',German,'Martin Scorsese'
321,3.642857,3.5,Horror,'$50 million',English,'Steven Spielberg'
322,3.642857,3.5,Comedy,'$50 million',German,'Quentin Tarantino'
324,3.333333,3.5,Horror,'$30 million',German,'James Cameron'
325,3,3,Sci-Fi,'$10 million',English,'Steven Spielberg'
326,4.071429,4,Action,'$50 million',Japanese,'Steven Spielberg'
327,2.75,2.5,Comedy,'$10 million',German,'James Cameron'
328,3.625,3.5,Romance,'$40 million',French,'James Cameron'
329,3.350877,3.5,Drama,'$20 million',Japanese,'Christopher Nolan'
330,2.7,2.5,Drama,'$20 million',Spanish,'James Cameron'
331,3,3,Drama,'$10 million',French,'Martin Scorsese'
332,3.2,3,Sci-Fi,'$30 million',English,'James Cameron'
333,3.32,3.5,Thriller,'$40 million',Japanese,'Martin Scorsese'
334,3.071429,3,Comedy,'$40 million',Spanish,'Quentin Tarantino'
335,3,3,Horror,'$50 million',Spanish,'James Cameron'
336,3,3,Romance,'$40 million',French,'Martin Scorsese'
337,3.795455,4,Comedy,'$10 million',Spanish,'Martin Scorsese'
338,2.8,3,Comedy,'$10 million',English,'Quentin Tarantino'
339,3.440594,3.5,Horror,'$40 million',English,'Steven Spielberg'
340,3,3,Sci-Fi,'$10 million',English,'Christopher Nolan'
341,4.5,4.5,Comedy,'$10 million',German,'Steven Spielberg'
342,3.4375,3.5,Drama,'$40 million',German,'Steven Spielberg'
343,3,3,Drama,'$20 million',English,'Quentin Tarantino'
344,2.871429,3,Drama,'$10 million',Japanese,'James Cameron'
345,3.75,4,Action,'$40 million',French,'Christopher Nolan'
346,3,3,Drama,'$30 million',English,'Quentin Tarantino'
347,3.857143,4,Action,'$20 million',Japanese,'Quentin Tarantino'
348,3.9375,4,Comedy,'$10 million',Spanish,'Quentin Tarantino'
349,3.786957,4,Thriller,'$50 million',Japanese,'James Cameron'
350,3.328571,3.5,Sci-Fi,'$20 million',Spanish,'Quentin Tarantino'
351,3.192308,3,Horror,'$30 million',French,'Christopher Nolan'
352,3.357143,3.5,Sci-Fi,'$10 million',French,'Quentin Tarantino'
353,3.589552,3.5,Romance,'$40 million',English,'Steven Spielberg'
354,3.5,3.5,Action,'$20 million',Spanish,'Steven Spielberg'
355,2.205128,2,Romance,'$10 million',English,'Martin Scorsese'
356,4.054252,4,Romance,'$40 million',Spanish,'James Cameron'
357,3.684426,4,Romance,'$40 million',Japanese,'James Cameron'
358,2.428571,2.5,Sci-Fi,'$20 million',German,'Steven Spielberg'
360,2.5,2.5,Drama,'$50 million',Japanese,'Martin Scorsese'
361,3.38,3.5,Horror,'$40 million',French,'Steven Spielberg'
362,3.45,3.5,Sci-Fi,'$50 million',English,'Quentin Tarantino'
363,4.5,4.5,Action,'$30 million',Japanese,'Quentin Tarantino'
364,3.7775,4,Comedy,'$20 million',Japanese,'Steven Spielberg'
365,3,3,Romance,'$40 million',Spanish,'Steven Spielberg'
366,3.272727,3.5,Romance,'$50 million',French,'James Cameron'
367,3.070064,3,Romance,'$30 million',English,'Martin Scorsese'
368,3.535211,3.5,Romance,'$30 million',Japanese,'Quentin Tarantino'
369,3.055556,3,Comedy,'$50 million',Japanese,'James Cameron'
370,3.052239,3,Drama,'$20 million',Japanese,'James Cameron'
371,3.25,3.5,Horror,'$40 million',Japanese,'Quentin Tarantino'
372,3.058824,3,Romance,'$30 million',Spanish,'James Cameron'
373,4.138889,4.5,Action,'$50 million',Spanish,'Christopher Nolan'
374,2.1,2,Comedy,'$10 million',German,'Quentin Tarantino'
375,3.666667,4,Action,'$40 million',Spanish,'James Cameron'
376,3.425532,3.5,Comedy,'$30 million',English,'Christopher Nolan'
377,3.566667,3.5,Comedy,'$20 million',German,'Steven Spielberg'
378,3.25,3.5,Drama,'$50 million',Spanish,'Quentin Tarantino'
379,3.261905,3.5,Horror,'$10 million',Spanish,'Steven Spielberg'
380,3.515152,3.5,Sci-Fi,'$30 million',French,'Christopher Nolan'
381,3.137931,3,Thriller,'$30 million',English,'James Cameron'
382,3.105263,3,Sci-Fi,'$50 million',Spanish,'James Cameron'
383,3.115385,3,Thriller,'$20 million',English,'Martin Scorsese'
384,3.25,3.5,Sci-Fi,'$40 million',French,'Quentin Tarantino'
387,3.666667,4,Drama,'$40 million',French,'Martin Scorsese'
388,3.666667,4,Sci-Fi,'$40 million',English,'Quentin Tarantino'
389,4,4,Drama,'$10 million',German,'Quentin Tarantino'
390,4.1,4,Comedy,'$40 million',French,'Martin Scorsese'
391,3,3,Romance,'$20 million',English,'Quentin Tarantino'
392,2.666667,2.5,Comedy,'$10 million',English,'Martin Scorsese'
393,2.1,2,Drama,'$20 million',French,'Quentin Tarantino'
401,4,4,Sci-Fi,'$10 million',German,'Christopher Nolan'
405,2.3125,2.5,Comedy,'$40 million',English,'Quentin Tarantino'
407,3.05,3,Comedy,'$30 million',English,'Quentin Tarantino'
408,3,3,Drama,'$40 million',Japanese,'Quentin Tarantino'
409,2.5,2.5,Action,'$10 million',Japanese,'Martin Scorsese'
410,3.150685,3,Horror,'$50 million',Spanish,'Martin Scorsese'
412,3.54,3.5,Action,'$40 million',French,'Christopher Nolan'
413,2.307692,2.5,Thriller,'$50 million',English,'James Cameron'
414,2.5,2.5,Sci-Fi,'$30 million',German,'Steven Spielberg'
415,2.833333,3,Drama,'$40 million',French,'Quentin Tarantino'
416,3.25,3.5,Action,'$40 million',English,'Quentin Tarantino'
417,3.615385,3.5,Horror,'$10 million',French,'Quentin Tarantino'
418,3,3,Comedy,'$40 million',Japanese,'Quentin Tarantino'
419,2.6,2.5,Romance,'$10 million',French,'Quentin Tarantino'
420,2.631579,2.5,Romance,'$50 million',German,'Martin Scorsese'
421,3,3,Sci-Fi,'$30 million',French,'Martin Scorsese'
422,3.722222,4,Comedy,'$10 million',German,'Quentin Tarantino'
423,3.392857,3.5,Thriller,'$10 million',Spanish,'Steven Spielberg'
424,3,3,Romance,'$10 million',English,'Steven Spielberg'
425,3.875,4,Horror,'$40 million',English,'James Cameron'
426,3.166667,3,Comedy,'$50 million',French,'James Cameron'
427,2.428571,2.5,Drama,'$10 million',German,'James Cameron'
428,3.717391,4,Horror,'$10 million',French,'Steven Spielberg'
429,2.555556,2.5,Drama,'$20 million',French,'James Cameron'
431,3.671875,4,Thriller,'$50 million',Spanish,'James Cameron'
432,2.650794,2.5,Romance,'$20 million',English,'James Cameron'
433,2.857143,3,Horror,'$50 million',German,'Quentin Tarantino'
434,3.084906,3,Horror,'$50 million',English,'Martin Scorsese'
435,2.463636,2.5,Romance,'$50 million',Japanese,'Quentin Tarantino'
436,2.2,2,Drama,'$30 million',English,'Martin Scorsese'
437,2.75,2.5,Horror,'$40 million',Spanish,'Martin Scorsese'
438,3,3,Drama,'$40 million',Spanish,'Quentin Tarantino'
439,1,1,Romance,'$20 million',Spanish,'Martin Scorsese'
440,3.561111,3.5,Sci-Fi,'$50 million',French,'Christopher Nolan'
441,3.662162,4,Thriller,'$30 million',Japanese,'Christopher Nolan'
442,2.968421,3,Thriller,'$50 million',Spanish,'James Cameron'
443,2.666667,2.5,Sci-Fi,'$40 million',German,'Steven Spielberg'
444,3,3,Comedy,'$30 million',Spanish,'Martin Scorsese'
445,3.111111,3,Drama,'$50 million',German,'Christopher Nolan'
446,4,4,Sci-Fi,'$20 million',German,'Steven Spielberg'
447,4,4,Romance,'$30 million',Spanish,'Steven Spielberg'
448,3.590909,3.5,Drama,'$30 million',Japanese,'Steven Spielberg'
449,3.5,3.5,Thriller,'$40 million',Japanese,'James Cameron'
450,3.4375,3.5,Thriller,'$50 million',Spanish,'Quentin Tarantino'
451,3.428571,3.5,Horror,'$50 million',German,'James Cameron'
452,4,4,Sci-Fi,'$40 million',German,'Steven Spielberg'
453,2.4,2.5,Drama,'$20 million',Japanese,'Christopher Nolan'
